Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Mithali Raj,mithaliraj,9.2,1600000,77300.0,66300.0,4.78,Hyderabad,Sports,Mega
Mayank Agarwal,mayankagarawal,9.2,1600000,51900.0,68400.0,3.31,Bengaluru,Sports,Mega
Bani J,banij,9.2,1600000,51100.0,103900.0,3.27,India,Arts and Entertainment,Mega
Saina Nehwal,nehwalsaina,8.42,1600000,11000.0,31800.0,0.71,India,Sports,Mega
Vin Rana,vinrana,8.75,1500000,27600.0,36400.0,1.81,Delhi,Health and Fitness,Mega
Meghna's Food Magic,meghnasfoodmagic,7.87,1500000,4000.0,70100.0,0.28,India,Food and Drink,Mega
Sangram Chougule,sangram_chougule_official,8.18,1400000,7500.0,45100.0,0.52,India,Health and Fitness,Mega
Pratik Sehajpal,pratiksehajpal,9.21,1400000,109800.0,606300.0,8.05,India,Arts and Entertainment,Mega
Ishant Sharma,ishant.sharma29,8.53,1400000,16900.0,115900.0,1.18,Delhi,Sports,Mega
Nikhil Sharma,nikkkhil,9.23,1400000,173900.0,287700.0,12.29,Mumbai,Lifestyle and Fashion,Mega
Murali Vijayakumar,bigleemurali,7.86,1400000,4000.0,15800.0,0.28,India,Health and Fitness,Mega
Indian Football Team,indianfootball,8.44,1400000,12300.0,14200.0,0.88,India,Sports,Mega
Shardul Thakur,shardul_thakur,9.24,1400000,242600.0,144100.0,17.59,India,Sports,Mega
Washington Sundar,washisundar555,9.2,1400000,69100.0,284800.0,5.01,Chennai,Sports,Mega
Amar Sirohi,foodie_incarnate,8.43,1400000,11700.0,271500.0,0.86,India,Food and Drink,Mega
Suyyash Rai,suyyashrai,8.66,1300000,23400.0,42200.0,1.75,India,Arts and Entertainment,Mega
Shaaz Jung,shaazjung,9.2,1300000,56600.0,102700.0,4.46,India,Photography,Mega
Sanjeev Kapoor,sanjeevkapoor,7.65,1300000,1600.0,61500.0,0.13,India,Food and Drink,Mega
Zaheer Khan,zaheer_khan34,9.2,1300000,60500.0,156600.0,4.81,India,Sports,Mega
Savi And Vid,Sports,8.47,1200000,13500.0,88100.0,1.12,Delhi,Lifestyle and Fashion,Mega
VVS Laxman,vvslaxman281,8.42,1200000,11400.0,14900.0,0.95,India,Sports,Mega
Ganesh Nash Narvekar,ganeshnarvekar,8.42,1200000,11100.0,2800.0,0.93,Goa,Sports,Mega
Amit Sadh,theamitsadh,8.43,1200000,11600.0,68600.0,1.0,India,Arts and Entertainment,Mega
The Better India,thebetterindia,7.75,1200000,2700.0,21500.0,0.23,India,Travel,Mega
Suraj Pal Singh,suraj.palsingh.961,9.18,1200000,48700.0,222700.0,4.16,Jaipur,Health and Fitness,Mega
Richi Shah,richi.shah,8.7,1200000,24700.0,32500.0,2.14,Mumbai,Lifestyle and Fashion,Mega
Travel,Travel,7.62,1200000,1300.0,7400.0,0.11,India,Travel,Mega
Aadil Khan,aadilkhann,8.28,1200000,8500.0,145300.0,0.75,India,Arts and Entertainment,Mega
Yash,yashdasgupta,8.57,1200000,18400.0,75800.0,1.64,Kolkata,Arts and Entertainment,Mega
Sharad Kelkar,sharadkelkar,8.07,1100000,6300.0,13800.0,0.56,India,Arts and Entertainment,Mega
Christian Tipaldi,tipaldi,7.1,1100000,670.0,701.0,0.06,Vasco,Arts and Entertainment,Mega
Pankaj Bhadouria,masterchefpankajbhadouria,7.84,1100000,3700.0,64900.0,0.34,India,Food and Drink,Mega
Krishna Jackie Shroff,kishushroff,8.93,1100000,36300.0,138900.0,3.25,India,Health and Fitness,Mega
The Weather Channel,weatherchannel,7.6,1100000,1100.0,28700.0,0.1,Assam,Others,Mega
Shalini Chopra,stylish_by_nature,8.63,1100000,21600.0,275600.0,1.93,Bengaluru,Food and Drink,Mega
Raj Shamani,rajshamani,8.81,1100000,30800.0,174600.0,2.78,India,Arts and Entertainment,Mega
Vishal Bhatt,thevishalbhatt,8.24,1100000,8000.0,803300.0,0.75,Mumbai,Lifestyle and Fashion,Mega
Priyanka Kochhar,bikewithgirl,8.98,1100000,39300.0,83700.0,3.64,Mumbai,Travel,Mega
Neil Nitin Mukesh,neilnitinmukesh,8.28,1100000,8700.0,27200.0,0.81,India,Arts and Entertainment,Mega
PRATIKSHA PAGAR BANKAR,pratikshabankar_official,8.69,1100000,24600.0,63700.0,2.33,Nashik,Lifestyle and Fashion,Mega
Yasmin Karachiwala,yasminkarachiwala,7.83,1100000,3600.0,30200.0,0.35,India,Arts and Entertainment,Mega
Jatt Prabhjot,jatt_prabhjot,9.21,1000000,100200.0,362800.0,9.59,India,Travel,Mega
Anmol Bhatia ?? TheStyleBug,anmolbhatia_,8.49,1000000,14700.0,91100.0,1.42,India,Lifestyle and Fashion,Mega
Joe Root,root66,9.21,1000000,100900.0,241700.0,9.86,India,Sports,Mega
Aakash Gupta,theskygupta,9.2,1000000,70900.0,167000.0,6.92,New Delhi,Arts and Entertainment,Mega
DilSeFoodie,dilsefoodie,8.56,1000000,17800.0,101000.0,1.77,India,Food and Drink,Mega
Kabita's Kitchen,kabitaskitchen,8.49,1000000,14500.0,102100.0,1.46,India,Food and Drink,Mega
Brajesh Kumar Singh,brajeshofficial,8.48,1000000,14400.0,75000.0,1.45,Bengaluru,Investment and Finance,Mega
Prafull Billore,prafullmbachaiwala,9.14,1000000,47300.0,78500.0,4.79,Ahmedabad,Education,Mega
Shenaz,shenaztreasury,8.55,1000000,17100.0,176100.0,1.78,Mumbai,Lifestyle and Fashion,Mega
Saritajethulove,daraksarita,7.94,1000000,4900.0,90200.0,0.5,Nokha,Family and Parenting,Mega
Gurdas Maan,gurdasmaanjeeyo,8.62,1000000,21100.0,125800.0,2.17,Punjab,Travel,Mega
Anil Kumble,anil.kumble,8.68,1000000,24000.0,30800.0,2.49,Bengaluru,Sports,Mega
Anunay Sood,anunaysood,8.91,900000,35400.0,175000.0,3.78,India,Arts and Entertainment,Mega
CookWithParul,cookwithparul,7.81,900000,3300.0,144800.0,0.36,India,Food and Drink,Mega
Aarushi Dutta,aarushiduttaofficial,9.03,900000,41500.0,49600.0,4.44,Delhi,Lifestyle and Fashion,Mega
Dhruv Rathee,dhruvrathee,9.21,900000,101700.0,265700.0,10.88,Haryana,Education,Mega
Autocar India,autocar_india,8.5,900000,15400.0,16800.0,1.66,India,Automotive,Mega
Harmanpreet Kaur,imharmanpreet_kaur,9.02,900000,40900.0,46700.0,4.43,Moga,Sports,Mega
Bindass Kavya,bindass_kavya,8.85,900000,32000.0,128900.0,3.55,Aurangabad,Travel,Mega
Beebom,beebomco,8.55,900000,17400.0,29400.0,1.93,India,Technology,Mega
Geeta Phogat,geetaphogat,8.47,900000,13900.0,93200.0,1.54,Bhiwani,Sports,Mega
Sonali Bhadauria - Live To Dance,sonali.bhadauria,8.53,899500,16500.0,207300.0,1.85,India,Business,Mega
Sunny Singh,mesunnysingh,8.27,893500,8500.0,24200.0,0.96,Mumbai,Lifestyle and Fashion,Mega
Swetha Changappa,swethachangappa,8.53,890600,16600.0,69100.0,1.87,Bengaluru,Arts and Entertainment,Mega
Nitin Chandla,nitinchandila,9.02,885300,40800.0,212200.0,4.64,Faridabad,Health and Fitness,Mega
Aaditya Thackeray,adityathackeray,8.66,882400,23200.0,85300.0,2.64,Mumbai,Sports,Mega
Aparna Dixit,aparnadixit2061,8.44,877900,11900.0,69400.0,1.39,Mumbai,Lifestyle and Fashion,Mega
Robin Uthappa,robinaiyudauthappa,8.62,867500,21400.0,39700.0,2.48,Bengaluru,Sports,Mega
"Grubzon - Mumbai, NYC & Beyond",grubzon,7.65,866900,1600.0,39000.0,0.19,Mumbai,Food and Drink,Mega
Arshad Warsi,arshad_warsi,8.42,857800,11200.0,108900.0,1.32,Mumbai,Arts and Entertainment,Mega
Boman Irani,boman_irani,7.93,852500,4700.0,12800.0,0.56,Mumbai,Arts and Entertainment,Mega
Sudhir Shivaram,sudhirshivaram,8.38,842900,9800.0,13200.0,1.17,Hassan,Travel,Mega
Mukesh Gahlot,mrmukeshgahlot,8.76,839800,28400.0,166600.0,3.39,India,Health and Fitness,Mega
Rucha Hasabnis,ruchahasabnis,9.14,839400,46600.0,194000.0,5.65,Mumbai,Arts and Entertainment,Mega
Umesh Agarwal,real.umesh,8.82,838600,27700.0,64700.0,3.74,Mumbai,Lifestyle and Fashion,Mega
SNEHA SACHDEVA (Mrs.thakral),snehasachdeva26,9.13,836200,46400.0,250200.0,5.58,Delhi,Lifestyle and Fashion,Mega
Neil Bhatt,bhatt_neil,9.2,835700,68600.0,263500.0,8.28,Vadodara,Arts and Entertainment,Mega
Rohit Reddy,rohitreddygoa,8.5,812000,15000.0,23900.0,1.85,Mumbai,Arts and Entertainment,Mega
Rohit Khandelwal,rohit_khandelwal77,8.52,800900,16100.0,31200.0,2.03,Hyderabad,Lifestyle and Fashion,Mega
Shayan Siddiqui,shayansiddiqui,7.98,795900,5300.0,34000.0,0.67,Mumbai,Arts and Entertainment,Mega
Lopamudra Raut,lopamudraraut,8.08,778800,6300.0,16800.0,0.82,Mumbai,Lifestyle and Fashion,Mega
The RawKnee Games,therawknee,9.12,775300,46000.0,98200.0,5.99,India,Technology,Mega
Sanjana Ganesan,sanjanaganesan,9.22,774000,142600.0,423300.0,18.44,Mumbai,Sports,Mega
Jonny Bairstow,jbairstow21,8.96,771400,38300.0,62300.0,4.99,Hyderabad,Sports,Mega
Kamiya,curly.tales,7.72,771200,2300.0,232800.0,0.3,Mumbai,Food and Drink,Mega
Shivesh,shivesh17,8.43,771100,11800.0,40500.0,1.55,Delhi,Food and Drink,Mega
Mayanti Langer Binny,mayantilanger_b,8.43,767800,11900.0,19700.0,1.55,India,Sports,Mega
Saikhom Mirabai Chanu,mirabai_chanu,8.55,766600,17500.0,30900.0,2.29,Imphal,Sports,Mega
Simrat Kaur,simratkaur_16,8.55,759500,17800.0,68200.0,2.37,Mumbai,Lifestyle and Fashion,Mega
Varun Verma,varunverrma,8.57,759400,18500.0,92600.0,2.45,New Delhi,Lifestyle and Fashion,Mega
Zenith Watches,zenithwatches,7.66,759000,1700.0,20800.0,0.23,Hubli,Technology,Mega
Technology,manojsaru,8.68,757200,24200.0,88700.0,3.22,India,Technology,Mega
Jatin Sapru,jatin_sapru,8.57,754900,18600.0,16600.0,2.47,Delhi,Sports,Mega
Travel,Travel,7.91,748700,4500.0,61600.0,0.61,Mumbai,Photography,Mega
Rashmi Rai,Fitness,8.53,747600,16900.0,58900.0,2.27,New Delhi,Health and Fitness,Mega
Tarun Gill,iamtarungill,8.73,744300,26500.0,107300.0,3.59,India,Health and Fitness,Mega
Santwinder Singh,santwinder_singh_waraich,8.2,741000,7700.0,21300.0,1.05,Chandigarh,Lifestyle and Fashion,Mega
Sujith Bhakthan,Travel,8.28,738800,8700.0,119400.0,1.18,India,Technology,Mega
Chahat Anand,chahat_anand,8.49,735500,14700.0,165600.0,2.01,Delhi,Food and Drink,Mega
Streets Of India,streets.of.india,7.93,735400,4700.0,38900.0,0.64,Delhi,Travel,Mega
Brinda & Anunay,justthetwo_,7.69,733600,2000.0,229200.0,0.29,India,Lifestyle and Fashion,Mega
Official Photographers Hub,official_photographers_hub,7.78,731800,3100.0,85300.0,0.42,India,Photography,Mega
Akshara Haasan,aksharaa.haasan,8.54,729500,16900.0,106000.0,2.34,Mumbai,Arts and Entertainment,Mega
Fa Se Foodie,zomato,8.58,716200,18700.0,144000.0,2.66,Mumbai,Food and Drink,Mega
LoveEshii,loveeshi,7.82,713100,3500.0,60200.0,0.5,Delhi,Food and Drink,Mega
Ramsha Sultan,ramsha.sultan.khan,8.93,712200,36300.0,297900.0,5.19,India,Business,Mega
Colours Of India,colours.of.india,7.72,706200,2400.0,32200.0,0.35,India,Photography,Mega
Ashna Zaveri,iashnazaveri,8.58,704200,19000.0,21600.0,2.7,India,Lifestyle and Fashion,Mega
Manasi Parekh,manasi_parekh,8.17,703000,7400.0,18900.0,1.06,Ahmedabad,Arts and Entertainment,Mega
Nikon,nikonindiaofficial,7.66,700700,1700.0,5500.0,0.25,India,Technology,Mega
Rubal Dhankar,rubaldhankar,8.64,697800,22400.0,78600.0,3.22,India,Health and Fitness,Mega
Rachana Phadke Ranade,ca_rachanaranade,7.87,692700,4000.0,32700.0,0.59,India,Investment and Finance,Mega
Jiiva,actorjiiva,9.2,678400,75800.0,41500.0,11.2,Chennai,Arts and Entertainment,Mega
Chef Damu,chef_damu,8.54,677500,17000.0,40500.0,2.52,Chennai,Food and Drink,Mega
Mandeep Singh,mandeeps12,8.22,674700,8000.0,48100.0,1.19,Jalandhar,Sports,Mega
Tellychakkar.com,tellychakkar,7.74,672000,2600.0,3300.0,0.39,India,Arts and Entertainment,Mega
Suresh Pillai,chef_pillai,8.57,661500,18600.0,80000.0,2.83,Kerala,Food and Drink,Mega
Jaymin Shah,jayminshahofficial,8.0,655700,5500.0,142500.0,0.84,Ahmedabad,Technology,Mega
POI - PHOTOGRAPHERS OF INDIA,photographers_of_india,7.72,651800,2400.0,24700.0,0.37,India,Photography,Mega
Jivewithdeepti,jivewithdeepti,7.94,651800,4800.0,27400.0,0.75,Kolkata,Lifestyle and Fashion,Mega
MotorBeam,motorbeam,8.25,650000,8300.0,51200.0,1.29,Mumbai,Automotive,Mega
Rahul Chahar,rdchahar1,9.2,646300,65200.0,414900.0,10.1,Mumbai,Sports,Mega
Vidya Malavade,vidyamalavade,7.78,645000,3000.0,5100.0,0.48,Mumbai,Arts and Entertainment,Mega
Amma Ki Thaali,ammakithaali,7.68,644800,2000.0,211400.0,0.31,Varanasi,Food and Drink,Mega
Photography,Photography,7.76,641100,2800.0,26000.0,0.44,India,Photography,Mega
Neha Sharma,Fitness,7.97,630900,5100.0,12000.0,0.83,Jaipur,Health and Fitness,Mega
Bekifaayati,bekifaayati,7.72,623200,2300.0,2300.0,0.38,India,Investment and Finance,Mega
DICK'S Sporting Goods,dickssportinggoods,7.78,623000,3100.0,242700.0,0.49,Assam,Sports,Mega
Rakshita Suresh,rakshitasuresh,8.18,622500,7500.0,68800.0,1.22,India,Food and Drink,Mega
HouseOfMasaba,houseofmasaba,6.39,621000,343.0,3000.0,0.06,Mumbai,Technology,Mega
PowerDrift,powerdrift,8.42,620500,11000.0,14800.0,1.78,India,Automotive,Mega
Parthiv Patel,parthiv9,7.78,615600,3100.0,8900.0,0.5,India,Sports,Mega
G O P A L,iam_gopalsharma,8.37,607400,9700.0,9300.0,1.61,Jaipur,Travel,Mega
Saransh Goila,saranshgoila,7.77,606800,2900.0,33900.0,0.49,Delhi,Food and Drink,Mega
Tarla Dalal,tarladalal,6.67,605600,453.0,18700.0,0.07,India,Food and Drink,Mega
Thomson Sequeira,limitless_adventurer,8.62,604500,21200.0,73000.0,3.54,Mumbai,Lifestyle and Fashion,Mega
Yamaha Motor India,yamahamotorindia,7.86,604100,3900.0,45900.0,0.65,India,Sports,Mega
REHAN PONCHA,rehanponcha,8.56,601500,18400.0,77300.0,3.08,Pune,Sports,Mega
RiderGirl Vishakha,ridergirlvishakha,8.77,599500,28500.0,50200.0,4.77,India,Lifestyle and Fashion,Mega
Indiagram Wedding,indiagramwedding,7.61,598400,1100.0,94800.0,0.19,India,Business,Mega
Captain 787,keepem.flying787,8.47,592300,13700.0,89900.0,2.35,Uttar Pradesh,Lifestyle and Fashion,Mega
Mahesh Keshwala Official �,maheshkeshwala,9.21,586600,97100.0,82600.0,16.73,Mumbai,Lifestyle and Fashion,Mega
UTKARSHA RATURI,utkarsha_raturi,8.51,578900,15500.0,30900.0,2.7,Haryana,Lifestyle and Fashion,Mega
Sports,Sports,7.58,577300,1000.0,2500.0,0.17,Bengaluru,Sports,Mega
Incredible!ndia,incredibleindia,7.78,568400,3100.0,10700.0,0.55,New Delhi,Travel,Mega
MissAnand,mymissanand,8.31,568200,8900.0,54100.0,1.6,India,Lifestyle and Fashion,Mega
FattyPillow,fattypilloww,9.13,564200,46500.0,112800.0,8.28,Assam,Technology,Mega
Auditya Venkatesh,Photography,8.78,563200,29000.0,110700.0,5.19,Bengaluru,Arts and Entertainment,Mega
Ganesh Vanare | INDIA,haram_khor_,8.45,558500,12900.0,34500.0,2.33,Mumbai,Arts and Entertainment,Mega
Rohit Khatri,Fitness,8.73,558200,26800.0,97500.0,4.82,Delhi,Health and Fitness,Mega
Radhika Bose,yogasini,7.83,554500,3600.0,30600.0,0.67,Delhi,Health and Fitness,Mega
Mumbai Foodie,mumbaifoodie,7.66,552900,1700.0,28400.0,0.31,Mumbai,Food and Drink,Mega
Nikon Asia,nikonasia,7.63,552300,1400.0,5000.0,0.25,India,Arts and Entertainment,Mega
Vasu Mittal,vasumittal,8.8,542000,30300.0,263700.0,5.62,New Delhi,Health and Fitness,Mega
Bajrang Punia,bajrangpunia60,8.62,538600,21200.0,61100.0,3.96,Haryana,Sports,Mega
So Delhi,sodelhi,7.77,534500,2900.0,14800.0,0.56,New Delhi,Travel,Mega
Mary Kom,mcmary.kom,8.4,531000,10400.0,17400.0,1.97,Imphal,Sports,Mega
Things To Do In Mumbai,things2doinmumbai,7.86,525700,4000.0,13400.0,0.75,Mumbai,Food and Drink,Mega
Sowmya Satyaraj,sowmya_sathyaraj,8.83,525100,31700.0,99900.0,6.05,Jaipur,Family and Parenting,Mega
�m�t S�bt�,iam_amitsobti,8.5,524400,13200.0,44500.0,2.89,India,Technology,Mega
ZingyZest,zingyzest,7.88,522799,4200.0,102100.0,0.8,Delhi,Food and Drink,Mega
Jeet Selal,jeet_selal,8.72,522600,26300.0,62300.0,5.06,India,Health and Fitness,Mega
Saqib Saleem,saqibsaleem,8.2,522400,7700.0,8600.0,1.49,Delhi,Sports,Mega
Sree Santh,sreesanthnair36,8.61,522299,20600.0,123500.0,3.98,Kochi,Sports,Mega
Mridul�,mridul.meena17,8.83,520700,31800.0,89900.0,6.13,Ajmer,Travel,Mega
Walkwithindia,walkwithindia,8.07,516799,6300.0,115400.0,1.23,India,Food and Drink,Mega
Tanya Khanijow,tanyakhanijow,8.73,514100,26400.0,41500.0,5.16,Dehra Dun,Travel,Mega
CookdRecipes,cookdtv,7.65,512299,1600.0,12400.0,0.31,India,Food and Drink,Mega
VIJAY,mvj8,8.42,511900,11000.0,78900.0,2.16,Chennai,Sports,Mega
Sonali Malhotra,sonali_malhotraa,8.08,511400,6400.0,20500.0,1.26,Mumbai,Lifestyle and Fashion,Mega
MadhurasRecipe,madhurasrecipe,7.73,511100,2500.0,60200.0,0.49,India,Food and Drink,Mega
LakshyarajSinghMewar,lakshyarajsinghmewar,8.66,510900,23000.0,44000.0,4.52,Udaipur,Travel,Mega
Nitish Rana,nitishrana_official,8.74,508600,27500.0,56200.0,5.4,India,Sports,Mega
Bobby Joshi,bobbyjoshii,8.04,508300,5900.0,15100.0,1.18,Bengaluru,Arts and Entertainment,Mega
Kamiya Jani,kamiya_jani,8.01,507700,5600.0,24700.0,1.12,Mumbai,Lifestyle and Fashion,Mega
Dipika Pallikal,dipikapallikal,8.64,500700,22200.0,58500.0,4.44,Chennai,Sports,Mega
Faisal Ali Khan,fasbeam,8.37,499400,9600.0,59400.0,1.93,India,Lifestyle and Fashion,Mid Tier
Zayka Ka Tadka,zaykakatadka,6.51,498900,390.0,32400.0,0.08,Bengaluru,Food and Drink,Mid Tier
Isa Khan,khan.isa,8.44,489700,12100.0,33600.0,2.55,Delhi,Lifestyle and Fashion,Mid Tier
Abhinav Ranjan Jha ??,digidoty,7.89,485900,4300.0,39600.0,0.89,India,Technology,Mid Tier
Saravanan Hari,cricsuperfan,8.42,485200,11100.0,15000.0,2.28,Chennai,Sports,Mid Tier
Aman Dhattarwal,dhattarwalaman,9.2,483200,79500.0,97600.0,16.55,India,Education,Mid Tier
Deanne Panday,deannepanday,6.25,477300,278.0,10900.0,0.06,Mumbai,Arts and Entertainment,Mid Tier
Ford India,fordindia,7.39,475800,866.0,3200.0,0.18,India,Business,Mid Tier
Karanvir Sharma,karanvirsharma,8.6,471400,19500.0,42500.0,4.27,Mumbai,Arts and Entertainment,Mid Tier
Shweta Pal,shwetaapal,8.42,469500,11100.0,91500.0,2.39,Delhi,Lifestyle and Fashion,Mid Tier
Asmita Arora,asmitarora,7.85,462400,3800.0,27400.0,0.84,Delhi,Lifestyle and Fashion,Mid Tier
Photography,Photography,7.7,461000,2200.0,26000.0,0.47,Mumbai,Photography,Mid Tier
Zostel,zostel,8.09,460000,6600.0,22400.0,1.44,India,Lifestyle and Fashion,Mid Tier
Domino's Pizza India,dominos_india,7.6,459400,1000.0,191800.0,0.23,Delhi,Food and Drink,Mid Tier
Photographers Of India,photographers.of.india,7.74,457800,2600.0,25900.0,0.57,India,Photography,Mid Tier
????????????,_prayasss,8.58,454700,18700.0,114500.0,4.19,Punjab,Lifestyle and Fashion,Mid Tier
Mint's Recipes,mintsrecipes,7.66,453300,1700.0,103700.0,0.39,India,Food and Drink,Mid Tier
SHAIJU DAMODARAN,shaiju_damodaran,8.96,451100,38300.0,47800.0,8.53,Kerala,Sports,Mid Tier
ImAbhilash,upsc_pathshala,7.62,450500,1300.0,16400.0,0.29,New Delhi,Education,Mid Tier
Marcus Stoinis,marcusstoinis,8.92,444900,36000.0,16600.0,8.14,India,Sports,Mid Tier
Vineeth,vineethck,8.46,443100,13100.0,26300.0,2.98,Kerala,Sports,Mid Tier
Lofty Spectrums,loftyspectrums,7.81,442200,3300.0,26900.0,0.78,Bengaluru,Lifestyle and Fashion,Mid Tier
Moneycontrol,moneycontrolcom,7.71,440300,2200.0,2900.0,0.51,India,Investment and Finance,Mid Tier
Vijay,vijay_41,8.7,431200,25000.0,29000.0,5.82,Chennai,Sports,Mid Tier
Mohammed Salim Khan,itsmsalimkhan,9.2,430500,56800.0,183700.0,13.23,India,Lifestyle and Fashion,Mid Tier
MSK,msk_s1991,9.2,430500,56800.0,183700.0,13.23,Mumbai,Travel,Mid Tier
Nikhil Chawla,hmm_nikhil,7.61,430000,1200.0,20600.0,0.28,India,Food and Drink,Mid Tier
Trakin,trakintech,8.03,428200,5900.0,26000.0,1.39,India,Technology,Mid Tier
Karun Nair,karun_6,8.13,427100,7000.0,70300.0,1.64,Bengaluru,Sports,Mid Tier
Wedzo,wedzo.in,7.79,424600,3200.0,75700.0,0.76,India,Arts and Entertainment,Mid Tier
Travel,Travel,7.32,423200,822.0,2300.0,0.2,India,Travel,Mid Tier
Ambica Agarwal,true_parenting_story,7.99,422800,5400.0,88500.0,1.28,India,Family and Parenting,Mid Tier
Indiapictures,indiapictures,7.65,418100,1600.0,28400.0,0.38,Delhi,Lifestyle and Fashion,Mid Tier
Momjunction,mom_junction,3.81,417900,28.0,2900.0,0.01,Mumbai,Family and Parenting,Mid Tier
Lovelifesmilemore,Travel,2.0,415600,17300.0,52200.0,4.18,India,Lifestyle and Fashion,Mid Tier
GQ India,gqindia,7.2,415600,747.0,16800.0,0.18,Mumbai,Sports,Mid Tier
Rajshri Food,rajshrifood,6.29,413500,309.0,13400.0,0.07,India,Food and Drink,Mid Tier
Sarah Todd,sarahtodd,7.72,410800,2400.0,11900.0,0.59,Mumbai,Food and Drink,Mid Tier
Drishti The Vision,drishtiias_hindi,7.62,410400,1300.0,6400.0,0.32,Delhi,Education,Mid Tier
?????????? ????!!,maharashtra_desha,7.67,409900,1800.0,21700.0,0.45,India,Travel,Mid Tier
Ajay Chopra,chefajaychopra,6.69,409700,446.0,8200.0,0.11,Mumbai,Food and Drink,Mid Tier
Lonely Planet India,lonelyplanetindia,7.87,408200,4000.0,6100.0,0.99,India,Travel,Mid Tier
The Kolkata Buzz,thekolkatabuzz,8.21,407300,7900.0,5700.0,1.95,Kolkata,Food and Drink,Mid Tier
Amul.coop,amul_india,9.11,402800,45800.0,69500.0,11.38,Anand,Food and Drink,Mid Tier
Beingindian,beingind,5.16,401800,97.0,2200.0,0.02,India,Technology,Mid Tier
MS Dhoni Fans #CT17,msdhonifansofficial,8.27,400700,8600.0,36900.0,2.16,Ranchi,Sports,Mid Tier
MISHA SHARMA ????,mishaa_official_,7.73,399500,2400.0,25100.0,0.62,Jaipur,Health and Fitness,Mid Tier
Jay Kapoor,jaykapoor.24,8.58,398100,19200.0,220300.0,4.83,New Delhi,Technology,Mid Tier
Travel,iampoojasingh_,8.63,395100,21800.0,55200.0,5.56,Himachal Pradesh,Travel,Mid Tier
Manoj,manojdey23,8.78,394400,28600.0,88400.0,7.4,India,Technology,Mid Tier
Keerti Gaekwad Kelkar,keertikelkar,7.61,392000,1100.0,14800.0,0.3,Mumbai,Arts and Entertainment,Mid Tier
Namrata Purohit,namratapurohit,7.67,390700,1800.0,47900.0,0.47,Mumbai,Sports,Mid Tier
Rajasthan Tourism,rajasthan_tourism,7.76,389700,2800.0,9100.0,0.73,Rajasthan,Travel,Mid Tier
Rajyavardhan Rathore,ra_rathore,8.55,387900,17800.0,27400.0,4.61,Rajasthan,Sports,Mid Tier
Radhika Nomllers,radhika_nomllers,8.44,385100,11900.0,46700.0,3.12,India,Lifestyle and Fashion,Mid Tier
NitishRajput,nitishrajpute,8.58,384700,18900.0,126600.0,4.94,India,Arts and Entertainment,Mid Tier
Vismai Food,vismaifoodies,7.89,382600,4300.0,71600.0,1.12,India,Food and Drink,Mid Tier
Photography,indian.photo,7.71,379000,2300.0,16900.0,0.61,India,Photography,Mid Tier
FC Goa,fcgoaofficial,8.14,377000,7100.0,9300.0,1.88,Goa,Sports,Mid Tier
Jwala Gutta,jwalagutta1,8.07,376700,6200.0,35300.0,1.67,Wardha,Sports,Mid Tier
Zaid Salman,yourworldmylens,7.71,375400,2300.0,14300.0,0.62,India,Travel,Mid Tier
Hima Das,hima_mon_jai,8.6,373500,20000.0,43700.0,5.39,Assam,Sports,Mid Tier
Parul Nigam,theenchantedgirl,7.86,372100,3900.0,199100.0,1.06,India,Food and Drink,Mid Tier
Vintage | Scrambler | Custom,moto_mate,7.72,372000,2400.0,46100.0,0.65,India,Automotive,Mid Tier
Bengaluru Bulls,bengalurubullsofficial,8.67,371900,23700.0,90200.0,6.42,Bengaluru,Sports,Mid Tier
Gadgets 360,gadgets.360,7.63,371000,1400.0,1700.0,0.37,New Delhi,Technology,Mid Tier
Iamdatingfood,iamdatingfood,8.54,370700,17300.0,62800.0,4.68,New Delhi,Food and Drink,Mid Tier
The Great Indian Foodie�,thegreatindianfoodie,7.56,366000,1000.0,28900.0,0.27,India,Food and Drink,Mid Tier
Dhananjay Bhosale,dhananjay_tech,7.82,365400,3500.0,118400.0,0.97,Mumbai,Technology,Mid Tier
Archana's Kitchen,archanaskitchen,5.89,364500,185.0,9900.0,0.05,Bengaluru,Food and Drink,Mid Tier
91mobiles,91mobiles,7.87,364000,4000.0,32600.0,1.11,India,Technology,Mid Tier
Kinita Kadakia Patel,kskadakia,7.82,360400,3600.0,74100.0,0.99,Mumbai,Sports,Mid Tier
PARAMBRATA,parambratachattopadhyay,8.0,358600,5500.0,19800.0,1.54,India,Arts and Entertainment,Mid Tier
Arushi Chawla,arushi.chawla,8.74,357300,27100.0,34800.0,7.62,Delhi,Health and Fitness,Mid Tier
Stuart Binny,stuartbinny84,8.05,356200,6100.0,8200.0,1.72,Bengaluru,Sports,Mid Tier
Prerna & Harsh,wanderershub,8.6,354400,20200.0,144600.0,5.76,India,Lifestyle and Fashion,Mid Tier
Graphic Gang,graphicgang,7.63,351500,1300.0,11000.0,0.38,India,Technology,Mid Tier
Gauri,gpradhan,7.72,350800,2400.0,10600.0,0.69,Mumbai,Family and Parenting,Mid Tier
Digital Pratik,digitalpratik,7.72,346000,2300.0,8500.0,0.68,Mumbai,Technology,Mid Tier
Livemint,live_mint,7.6,345000,1100.0,1800.0,0.31,New Delhi,Business,Mid Tier
